,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
1983,2921,MTMR9,ENSG00000104643,0.0,1.0,1.0,6,0
1984,2922,LEPROTL1,ENSG00000104660,0.0,1.0,1.0,11,0
1985,2923,DCTN6,ENSG00000104671,0.0,1.0,1.0,1,0
1986,2924,R3HCC1,ENSG00000104679,0.0,1.0,1.0,6,0
1987,2925,GSR,ENSG00000104687,0.0,1.0,1.0,19,0
1988,2926,TNFRSF10A,ENSG00000104689,0.0,1.0,1.0,1,0
1989,2927,UBXN8,ENSG00000104691,0.0,1.0,1.0,1,0
1990,2928,PPP2CB,ENSG00000104695,0.0,1.0,1.0,6,0
1991,2929,ERICH1,ENSG00000104714,0.0,1.0,1.0,17,0
1992,2933,KLHDC4,ENSG00000104731,0.0,1.0,1.0,2,0
1993,2934,MCM4,ENSG00000104738,0.0,1.0,1.0,2,0
1994,2936,KCTD9,ENSG00000104756,0.0,1.0,1.0,2,0
1995,2938,ASAH1,ENSG00000104763,0.0,1.0,1.0,49,0
1996,2939,BNIP3L,ENSG00000104765,0.0,1.0,1.0,25,0
1997,2940,MAN2B1,ENSG00000104774,0.0,1.0,1.0,13,0
1998,2941,KCNN4,ENSG00000104783,0.0,1.0,1.0,4,0
1999,2943,NUCB1,ENSG00000104805,0.0,1.0,1.0,31,0
2000,2945,GYS1,ENSG00000104812,0.0,1.0,1.0,1,0
2001,2946,MAP4K1,ENSG00000104814,0.0,1.0,1.0,3,0
2002,2948,ECH1,ENSG00000104823,0.0,1.0,1.0,17,0
2003,2949,HNRNPL,ENSG00000104824,0.0,1.0,1.0,7,0
2004,2950,NFKBIB,ENSG00000104825,0.0,1.0,1.0,13,0
2005,2951,LHB,ENSG00000104826,0.0,1.0,1.0,1,0
2006,2956,SNRNP70,ENSG00000104852,0.0,1.0,1.0,8,0
2007,2957,CLPTM1,ENSG00000104853,0.0,1.0,1.0,7,0
2008,2958,RELB,ENSG00000104856,0.0,1.0,1.0,3,0
2009,2959,CLASRP,ENSG00000104859,0.0,1.0,1.0,11,0
2010,2962,FCGRT,ENSG00000104870,0.0,1.0,1.0,45,0
2011,2965,ARHGEF18,ENSG00000104880,0.0,1.0,1.0,4,0
2012,2967,PEX11G,ENSG00000104883,0.0,1.0,1.0,3,0
2013,2969,DOT1L,ENSG00000104885,0.0,1.0,1.0,1,0
2014,2970,PLEKHJ1,ENSG00000104886,0.0,1.0,1.0,7,0
2015,2972,RNASEH2A,ENSG00000104889,0.0,1.0,1.0,1,0
2016,2974,CD37,ENSG00000104894,0.0,1.0,1.0,9,0
2017,2975,SF3A2,ENSG00000104897,0.0,1.0,1.0,1,0
2018,2978,LYL1,ENSG00000104903,0.0,1.0,1.0,10,0
2019,2979,OAZ1,ENSG00000104904,0.0,1.0,1.0,82,0
2020,2980,TRMT1,ENSG00000104907,0.0,1.0,1.0,6,0
2021,2981,STX10,ENSG00000104915,0.0,1.0,1.0,24,0
2022,2982,RETN,ENSG00000104918,0.0,1.0,1.0,12,0
2023,2990,YJU2B,ENSG00000104957,0.0,1.0,1.0,5,0
2024,2991,PTOV1,ENSG00000104960,0.0,1.0,1.0,5,0
2025,2992,TLE5,ENSG00000104964,0.0,1.0,1.0,5,0
2026,2994,SGTA,ENSG00000104969,0.0,1.0,1.0,1,0
2027,2995,LILRB1,ENSG00000104972,0.0,1.0,1.0,34,0
2028,2996,MED25,ENSG00000104973,0.0,1.0,1.0,5,0
2029,2997,LILRA1,ENSG00000104974,0.0,1.0,1.0,12,0
2030,2998,SNAPC2,ENSG00000104976,0.0,1.0,1.0,3,0
2031,2999,C19orf53,ENSG00000104979,0.0,1.0,1.0,14,0
2032,3000,TIMM44,ENSG00000104980,0.0,1.0,1.0,2,0
2033,3001,CCDC61,ENSG00000104983,0.0,1.0,1.0,1,0
2034,3002,IL27RA,ENSG00000104998,0.0,1.0,1.0,21,0
2035,3003,ASF1B,ENSG00000105011,0.0,1.0,1.0,1,0
2036,3004,TNNT1,ENSG00000105048,0.0,1.0,1.0,12,0
2037,3005,VRK3,ENSG00000105053,0.0,1.0,1.0,6,0
2038,3006,FAM32A,ENSG00000105058,0.0,1.0,1.0,18,0
2039,3007,PPP6R1,ENSG00000105063,0.0,1.0,1.0,7,0
2040,3009,MED26,ENSG00000105085,0.0,1.0,1.0,5,0
2041,3011,RASAL3,ENSG00000105122,0.0,1.0,1.0,6,0
2042,3012,AKAP8,ENSG00000105127,0.0,1.0,1.0,14,0
2043,3014,ILVBL,ENSG00000105135,0.0,1.0,1.0,3,0
2044,3020,POP4,ENSG00000105171,0.0,1.0,1.0,3,0
2045,3022,URI1,ENSG00000105176,0.0,1.0,1.0,3,0
2046,3023,PDCD5,ENSG00000105185,0.0,1.0,1.0,2,0
2047,3024,ANKRD27,ENSG00000105186,0.0,1.0,1.0,5,0
2048,3025,RPS16,ENSG00000105193,0.0,1.0,1.0,63,0
2049,3026,TIMM50,ENSG00000105197,0.0,1.0,1.0,1,0
2050,3028,FBL,ENSG00000105202,0.0,1.0,1.0,10,0
2051,3029,DYRK1B,ENSG00000105204,0.0,1.0,1.0,1,0
2052,3032,GPI,ENSG00000105220,0.0,1.0,1.0,15,0
2053,3033,AKT2,ENSG00000105221,0.0,1.0,1.0,7,0
2054,3034,PLD3,ENSG00000105223,0.0,1.0,1.0,8,0
2055,3036,PIAS4,ENSG00000105229,0.0,1.0,1.0,2,0
2056,3039,YJU2,ENSG00000105248,0.0,1.0,1.0,5,0
2057,3041,TBCB,ENSG00000105254,0.0,1.0,1.0,15,0
2058,3047,SLC1A5,ENSG00000105281,0.0,1.0,1.0,11,0
2059,3048,PRKD2,ENSG00000105287,0.0,1.0,1.0,7,0
2060,3051,CACTIN,ENSG00000105298,0.0,1.0,1.0,1,0
2061,3052,CCDC9,ENSG00000105321,0.0,1.0,1.0,3,0
2062,3053,HNRNPUL1,ENSG00000105323,0.0,1.0,1.0,30,0
2063,3054,FZR1,ENSG00000105325,0.0,1.0,1.0,1,0
2064,3056,TGFB1,ENSG00000105329,0.0,1.0,1.0,15,0
2065,3057,DENND3,ENSG00000105339,0.0,1.0,1.0,14,0
2066,3058,DMAC2,ENSG00000105341,0.0,1.0,1.0,4,0
2067,3059,CEACAM4,ENSG00000105352,0.0,1.0,1.0,3,0
2068,3060,PLIN3,ENSG00000105355,0.0,1.0,1.0,26,0
2069,3061,MYH14,ENSG00000105357,0.0,1.0,1.0,1,0
2070,3062,MRPL4,ENSG00000105364,0.0,1.0,1.0,5,0
2071,3064,CD79A,ENSG00000105369,0.0,1.0,1.0,1,0
2072,3067,RPS19,ENSG00000105372,0.0,1.0,1.0,56,0
2073,3068,NOP53,ENSG00000105373,0.0,1.0,1.0,36,0
2074,3069,NKG7,ENSG00000105374,0.0,1.0,1.0,4,0
2075,3071,ETFB,ENSG00000105379,0.0,1.0,1.0,12,0
2076,3072,CD33,ENSG00000105383,0.0,1.0,1.0,17,0
2077,3075,BABAM1,ENSG00000105393,0.0,1.0,1.0,6,0
2078,3076,TYK2,ENSG00000105397,0.0,1.0,1.0,21,0
2079,3078,CDC37,ENSG00000105401,0.0,1.0,1.0,17,0
2080,3079,NAPA,ENSG00000105402,0.0,1.0,1.0,20,0
2081,3080,RABAC1,ENSG00000105404,0.0,1.0,1.0,10,0
2082,3081,ATP1A3,ENSG00000105409,0.0,1.0,1.0,1,0
2083,3087,KDELR1,ENSG00000105438,0.0,1.0,1.0,11,0
2084,3088,CYTH2,ENSG00000105443,0.0,1.0,1.0,5,0
2085,3089,GRWD1,ENSG00000105447,0.0,1.0,1.0,4,0
2086,3092,CLEC11A,ENSG00000105472,0.0,1.0,1.0,2,0
2087,3094,CARD8,ENSG00000105483,0.0,1.0,1.0,18,0
2088,3095,LIG1,ENSG00000105486,0.0,1.0,1.0,2,0
2089,3099,CABP5,ENSG00000105507,0.0,1.0,1.0,1,0
2090,3101,RAB3D,ENSG00000105514,0.0,1.0,1.0,19,0
2091,3102,DBP,ENSG00000105516,0.0,1.0,1.0,2,0
2092,3103,TMEM205,ENSG00000105518,0.0,1.0,1.0,9,0
2093,3105,PLPPR2,ENSG00000105520,0.0,1.0,1.0,13,0
2094,3110,BCAT2,ENSG00000105552,0.0,1.0,1.0,1,0
2095,3111,MIER2,ENSG00000105556,0.0,1.0,1.0,1,0
2096,3113,PPP2R1A,ENSG00000105568,0.0,1.0,1.0,10,0
2097,3114,TNPO2,ENSG00000105576,0.0,1.0,1.0,6,0
2098,3115,WDR83OS,ENSG00000105583,0.0,1.0,1.0,8,0
2099,3117,GCDH,ENSG00000105607,0.0,1.0,1.0,2,0
2100,3118,LILRB5,ENSG00000105609,0.0,1.0,1.0,2,0
2101,3120,DNASE2,ENSG00000105612,0.0,1.0,1.0,11,0
2102,3122,LENG1,ENSG00000105617,0.0,1.0,1.0,2,0
2103,3123,PRPF31,ENSG00000105618,0.0,1.0,1.0,8,0
2104,3124,TFPT,ENSG00000105619,0.0,1.0,1.0,1,0
2105,3125,JAK3,ENSG00000105639,0.0,1.0,1.0,22,0
2106,3126,RPL18A,ENSG00000105640,0.0,1.0,1.0,54,0
2107,3129,ARRDC2,ENSG00000105643,0.0,1.0,1.0,7,0
2108,3134,ELL,ENSG00000105656,0.0,1.0,1.0,6,0
2109,3135,CRTC1,ENSG00000105662,0.0,1.0,1.0,3,0
2110,3137,UPK1A,ENSG00000105668,0.0,1.0,1.0,1,0
2111,3138,COPE,ENSG00000105669,0.0,1.0,1.0,13,0
2112,3139,DDX49,ENSG00000105671,0.0,1.0,1.0,5,0
2113,3142,ARMC6,ENSG00000105676,0.0,1.0,1.0,2,0
2114,3143,TMEM147,ENSG00000105677,0.0,1.0,1.0,6,0
2115,3148,USF2,ENSG00000105698,0.0,1.0,1.0,17,0
2116,3150,KXD1,ENSG00000105700,0.0,1.0,1.0,5,0
2117,3151,FKBP8,ENSG00000105701,0.0,1.0,1.0,3,0
2118,3152,SUGP1,ENSG00000105705,0.0,1.0,1.0,5,0
2119,3154,ZNF14,ENSG00000105708,0.0,1.0,1.0,1,0
2120,3157,ERF,ENSG00000105722,0.0,1.0,1.0,1,0
2121,3158,GSK3A,ENSG00000105723,0.0,1.0,1.0,5,0
2122,3159,ATP13A1,ENSG00000105726,0.0,1.0,1.0,4,0
2123,3160,ZNF574,ENSG00000105732,0.0,1.0,1.0,2,0
2124,3162,SIPA1L3,ENSG00000105738,0.0,1.0,1.0,1,0
2125,3164,ETHE1,ENSG00000105755,0.0,1.0,1.0,8,0
2126,3166,SMG9,ENSG00000105771,0.0,1.0,1.0,1,0
2127,3167,AVL9,ENSG00000105778,0.0,1.0,1.0,14,0
2128,3168,RUNDC3B,ENSG00000105784,0.0,1.0,1.0,1,0
2129,3170,GTPBP10,ENSG00000105793,0.0,1.0,1.0,2,0
2130,3172,CDK6,ENSG00000105810,0.0,1.0,1.0,9,0
2131,3173,PMPCB,ENSG00000105819,0.0,1.0,1.0,6,0
2132,3174,DNAJC2,ENSG00000105821,0.0,1.0,1.0,6,0
2133,3176,BET1,ENSG00000105829,0.0,1.0,1.0,2,0
2134,3177,NAMPT,ENSG00000105835,0.0,1.0,1.0,39,0
2135,3178,POLR1F,ENSG00000105849,0.0,1.0,1.0,3,0
2136,3179,PIK3CG,ENSG00000105851,0.0,1.0,1.0,7,0
2137,3181,PON2,ENSG00000105854,0.0,1.0,1.0,1,0
2138,3182,ITGB8,ENSG00000105855,0.0,1.0,1.0,1,0
2139,3183,HBP1,ENSG00000105856,0.0,1.0,1.0,6,0
2140,3185,SP4,ENSG00000105866,0.0,1.0,1.0,2,0
2141,3188,CBLL1,ENSG00000105879,0.0,1.0,1.0,4,0
2142,3190,MTPN,ENSG00000105887,0.0,1.0,1.0,28,0
2143,3193,PALS2,ENSG00000105926,0.0,1.0,1.0,1,0
2144,3196,ZC3HAV1,ENSG00000105939,0.0,1.0,1.0,20,0
2145,3198,OGDH,ENSG00000105953,0.0,1.0,1.0,17,0
2146,3200,ADAP1,ENSG00000105963,0.0,1.0,1.0,12,0
2147,3201,TFEC,ENSG00000105967,0.0,1.0,1.0,13,0
2148,3202,H2AZ2,ENSG00000105968,0.0,1.0,1.0,17,0
2149,3210,DNAJB6,ENSG00000105993,0.0,1.0,1.0,9,0
2150,3213,LFNG,ENSG00000106003,0.0,1.0,1.0,7,0
2151,3216,BRAT1,ENSG00000106009,0.0,1.0,1.0,7,0
2152,3217,IQCE,ENSG00000106012,0.0,1.0,1.0,5,0
2153,3220,TSPAN12,ENSG00000106025,0.0,1.0,1.0,1,0
2154,3221,SSBP1,ENSG00000106028,0.0,1.0,1.0,8,0
2155,3223,CPED1,ENSG00000106034,0.0,1.0,1.0,3,0
2156,3225,HIBADH,ENSG00000106049,0.0,1.0,1.0,3,0
2157,3226,TAX1BP1,ENSG00000106052,0.0,1.0,1.0,36,0
2158,3227,CPVL,ENSG00000106066,0.0,1.0,1.0,43,0
2159,3228,CHN2,ENSG00000106069,0.0,1.0,1.0,8,0
2160,3229,GRB10,ENSG00000106070,0.0,1.0,1.0,3,0
2161,3231,COBL,ENSG00000106078,0.0,1.0,1.0,1,0
2162,3232,FKBP14,ENSG00000106080,0.0,1.0,1.0,1,0
2163,3233,PLEKHA8,ENSG00000106086,0.0,1.0,1.0,2,0
2164,3235,NOD1,ENSG00000106100,0.0,1.0,1.0,2,0
2165,3236,GARS1,ENSG00000106105,0.0,1.0,1.0,11,0
2166,3239,MINDY4,ENSG00000106125,0.0,1.0,1.0,1,0
2167,3241,CASP2,ENSG00000106144,0.0,1.0,1.0,8,0
2168,3242,CHCHD2,ENSG00000106153,0.0,1.0,1.0,14,0
2169,3244,HSPB1,ENSG00000106211,0.0,1.0,1.0,3,0
2170,3246,PDAP1,ENSG00000106244,0.0,1.0,1.0,8,0
2171,3247,BUD31,ENSG00000106245,0.0,1.0,1.0,8,0
2172,3248,PTCD1,ENSG00000106246,0.0,1.0,1.0,1,0
2173,3249,CYP3A5,ENSG00000106258,0.0,1.0,1.0,1,0
2174,3250,ZKSCAN1,ENSG00000106261,0.0,1.0,1.0,9,0
2175,3251,EIF3B,ENSG00000106263,0.0,1.0,1.0,19,0
2176,3252,SNX8,ENSG00000106266,0.0,1.0,1.0,3,0
2177,3253,NUDT1,ENSG00000106268,0.0,1.0,1.0,5,0
2178,3255,TAF6,ENSG00000106290,0.0,1.0,1.0,1,0
2179,3256,WASL,ENSG00000106299,0.0,1.0,1.0,2,0
2180,3260,TFR2,ENSG00000106327,0.0,1.0,1.0,1,0
2181,3267,RBM28,ENSG00000106344,0.0,1.0,1.0,6,0
2182,3268,USP42,ENSG00000106346,0.0,1.0,1.0,5,0
2183,3269,IMPDH1,ENSG00000106348,0.0,1.0,1.0,18,0
2184,3270,AGFG2,ENSG00000106351,0.0,1.0,1.0,1,0
2185,3271,LSM5,ENSG00000106355,0.0,1.0,1.0,6,0
2186,3273,AP1S1,ENSG00000106367,0.0,1.0,1.0,1,0
2187,3275,C1GALT1,ENSG00000106392,0.0,1.0,1.0,12,0
2188,3276,PLOD3,ENSG00000106397,0.0,1.0,1.0,5,0
2189,3277,RPA3,ENSG00000106399,0.0,1.0,1.0,2,0
2190,3278,ZNHIT1,ENSG00000106400,0.0,1.0,1.0,20,0
2191,3279,CLDN15,ENSG00000106404,0.0,1.0,1.0,2,0
2192,3281,GLCCI1,ENSG00000106415,0.0,1.0,1.0,2,0
2193,3283,PHF14,ENSG00000106443,0.0,1.0,1.0,14,0
2194,3284,NRF1,ENSG00000106459,0.0,1.0,1.0,3,0
2195,3285,TMEM106B,ENSG00000106460,0.0,1.0,1.0,1,0
2196,3286,EZH2,ENSG00000106462,0.0,1.0,1.0,1,0
2197,3287,CEP41,ENSG00000106477,0.0,1.0,1.0,4,0
2198,3288,ZNF862,ENSG00000106479,0.0,1.0,1.0,4,0
2199,3292,ANKMY2,ENSG00000106524,0.0,1.0,1.0,1,0
2200,3298,AHR,ENSG00000106546,0.0,1.0,1.0,22,0
2201,3299,CHCHD3,ENSG00000106554,0.0,1.0,1.0,9,0
2202,3300,GIMAP2,ENSG00000106560,0.0,1.0,1.0,10,0
2203,3301,TMEM176B,ENSG00000106565,0.0,1.0,1.0,24,0
2204,3304,MRPL32,ENSG00000106591,0.0,1.0,1.0,3,0
2205,3305,COA1,ENSG00000106603,0.0,1.0,1.0,9,0
2206,3306,BLVRA,ENSG00000106605,0.0,1.0,1.0,37,0
2207,3307,URGCP,ENSG00000106608,0.0,1.0,1.0,2,0
2208,3308,TMEM248,ENSG00000106609,0.0,1.0,1.0,18,0
2209,3309,RHEB,ENSG00000106615,0.0,1.0,1.0,3,0
2210,3310,PRKAG2,ENSG00000106617,0.0,1.0,1.0,13,0
2211,3312,POLD2,ENSG00000106628,0.0,1.0,1.0,2,0
2212,3315,BCL7B,ENSG00000106635,0.0,1.0,1.0,9,0
2213,3316,YKT6,ENSG00000106636,0.0,1.0,1.0,11,0
2214,3317,TBL2,ENSG00000106638,0.0,1.0,1.0,7,0
2215,3319,CLIP2,ENSG00000106665,0.0,1.0,1.0,4,0
2216,3320,EIF4H,ENSG00000106682,0.0,1.0,1.0,16,0
2217,3321,LIMK1,ENSG00000106683,0.0,1.0,1.0,5,0
2218,3325,FKTN,ENSG00000106692,0.0,1.0,1.0,4,0
2219,3327,CNTNAP3,ENSG00000106714,0.0,1.0,1.0,1,0
2220,3328,SPIN1,ENSG00000106723,0.0,1.0,1.0,5,0
2221,3329,NMRK1,ENSG00000106733,0.0,1.0,1.0,2,0
2222,3330,TMEM245,ENSG00000106771,0.0,1.0,1.0,9,0
2223,3331,PRUNE2,ENSG00000106772,0.0,1.0,1.0,1,0
2224,3332,MEGF9,ENSG00000106780,0.0,1.0,1.0,55,0
2225,3333,TRIM14,ENSG00000106785,0.0,1.0,1.0,22,0
2226,3334,CORO2A,ENSG00000106789,0.0,1.0,1.0,10,0
2227,3335,TGFBR1,ENSG00000106799,0.0,1.0,1.0,6,0
2228,3336,SEC61B,ENSG00000106803,0.0,1.0,1.0,15,0
2229,3337,C5,ENSG00000106804,0.0,1.0,1.0,2,0
2230,3341,TLE4,ENSG00000106829,0.0,1.0,1.0,19,0
2231,3344,SUSD1,ENSG00000106868,0.0,1.0,1.0,15,0
2232,3346,AKNA,ENSG00000106948,0.0,1.0,1.0,23,0
2233,3347,TNFSF8,ENSG00000106952,0.0,1.0,1.0,2,0
2234,3349,ENG,ENSG00000106991,0.0,1.0,1.0,9,0
2235,3350,AK1,ENSG00000106992,0.0,1.0,1.0,1,0
2236,3351,CDC37L1,ENSG00000106993,0.0,1.0,1.0,1,0
2237,3354,PLGRKT,ENSG00000107020,0.0,1.0,1.0,4,0
2238,3355,TBC1D13,ENSG00000107021,0.0,1.0,1.0,2,0
2239,3356,RIC1,ENSG00000107036,0.0,1.0,1.0,14,0
2240,3357,KDM4C,ENSG00000107077,0.0,1.0,1.0,8,0
2241,3358,DOCK8,ENSG00000107099,0.0,1.0,1.0,41,0
2242,3359,KANK1,ENSG00000107104,0.0,1.0,1.0,1,0
2243,3365,FUBP3,ENSG00000107164,0.0,1.0,1.0,7,0
2244,3367,CREB3,ENSG00000107175,0.0,1.0,1.0,8,0
2245,3368,RGP1,ENSG00000107185,0.0,1.0,1.0,6,0
2246,3371,RIGI,ENSG00000107201,0.0,1.0,1.0,12,0
2247,3372,EDF1,ENSG00000107223,0.0,1.0,1.0,28,0
2248,3374,GLIS3,ENSG00000107249,0.0,1.0,1.0,1,0
2249,3375,BAG1,ENSG00000107262,0.0,1.0,1.0,13,0
2250,3376,RAPGEF1,ENSG00000107263,0.0,1.0,1.0,28,0
2251,3379,SETX,ENSG00000107290,0.0,1.0,1.0,39,0
2252,3381,PTGDS,ENSG00000107317,0.0,1.0,1.0,1,0
2253,3382,ABCA2,ENSG00000107331,0.0,1.0,1.0,3,0
2254,3384,UBE2R2,ENSG00000107341,0.0,1.0,1.0,26,0
2255,3385,ABHD17B,ENSG00000107362,0.0,1.0,1.0,2,0
2256,3386,EXOSC3,ENSG00000107371,0.0,1.0,1.0,2,0
2257,3387,ZFAND5,ENSG00000107372,0.0,1.0,1.0,52,0
2258,3388,DVL1,ENSG00000107404,0.0,1.0,1.0,3,0
2259,3390,CCNJ,ENSG00000107443,0.0,1.0,1.0,3,0
2260,3392,GATA3,ENSG00000107485,0.0,1.0,1.0,2,0
2261,3394,HPS1,ENSG00000107521,0.0,1.0,1.0,20,0
2262,3395,PHYH,ENSG00000107537,0.0,1.0,1.0,1,0
2263,3396,RASSF4,ENSG00000107551,0.0,1.0,1.0,29,0
2264,3398,RAB11FIP2,ENSG00000107560,0.0,1.0,1.0,5,0
2265,3400,ERLIN1,ENSG00000107566,0.0,1.0,1.0,8,0
2266,3401,EIF3A,ENSG00000107581,0.0,1.0,1.0,52,0
2267,3403,CUBN,ENSG00000107611,0.0,1.0,1.0,1,0
2268,3404,TRDMT1,ENSG00000107614,0.0,1.0,1.0,1,0
2269,3405,DDX50,ENSG00000107625,0.0,1.0,1.0,17,0
2270,3406,MAPK8,ENSG00000107643,0.0,1.0,1.0,1,0
2271,3407,SEC23IP,ENSG00000107651,0.0,1.0,1.0,6,0
2272,3408,ATE1,ENSG00000107669,0.0,1.0,1.0,7,0
2273,3409,NSMCE4A,ENSG00000107672,0.0,1.0,1.0,8,0
2274,3410,PLEKHA1,ENSG00000107679,0.0,1.0,1.0,5,0
2275,3413,CDH23,ENSG00000107736,0.0,1.0,1.0,2,0
2276,3414,VSIR,ENSG00000107738,0.0,1.0,1.0,58,0
2277,3415,SPOCK2,ENSG00000107742,0.0,1.0,1.0,7,0
2278,3416,MICU1,ENSG00000107745,0.0,1.0,1.0,21,0
2279,3417,PPP3CB,ENSG00000107758,0.0,1.0,1.0,6,0
2280,3418,CCSER2,ENSG00000107771,0.0,1.0,1.0,14,0
2281,3420,MINPP1,ENSG00000107789,0.0,1.0,1.0,1,0
2282,3422,LIPA,ENSG00000107798,0.0,1.0,1.0,15,0
2283,3424,TWNK,ENSG00000107815,0.0,1.0,1.0,1,0
2284,3425,LZTS2,ENSG00000107816,0.0,1.0,1.0,1,0
2285,3426,SFXN3,ENSG00000107819,0.0,1.0,1.0,7,0
2286,3428,FBXW4,ENSG00000107829,0.0,1.0,1.0,4,0
2287,3431,TNKS2,ENSG00000107854,0.0,1.0,1.0,12,0
2288,3433,GBF1,ENSG00000107862,0.0,1.0,1.0,9,0
2289,3434,ARHGAP21,ENSG00000107863,0.0,1.0,1.0,7,0
2290,3435,CPEB3,ENSG00000107864,0.0,1.0,1.0,2,0
2291,3436,FBXL15,ENSG00000107872,0.0,1.0,1.0,8,0
2292,3437,CUEDC2,ENSG00000107874,0.0,1.0,1.0,14,0
2293,3438,SUFU,ENSG00000107882,0.0,1.0,1.0,3,0
2294,3440,ACBD5,ENSG00000107897,0.0,1.0,1.0,2,0
2295,3441,LHPP,ENSG00000107902,0.0,1.0,1.0,4,0
2296,3442,LARP4B,ENSG00000107929,0.0,1.0,1.0,28,0
2297,3443,GTPBP4,ENSG00000107937,0.0,1.0,1.0,7,0
2298,3444,EDRF1,ENSG00000107938,0.0,1.0,1.0,1,0
2299,3445,BCCIP,ENSG00000107949,0.0,1.0,1.0,4,0
2300,3446,MTPAP,ENSG00000107951,0.0,1.0,1.0,3,0
2301,3447,NEURL1,ENSG00000107954,0.0,1.0,1.0,1,0
2302,3449,PITRM1,ENSG00000107959,0.0,1.0,1.0,8,0
2303,3450,STN1,ENSG00000107960,0.0,1.0,1.0,5,0
2304,3451,MAP3K8,ENSG00000107968,0.0,1.0,1.0,19,0
2305,3454,GLRX3,ENSG00000108010,0.0,1.0,1.0,2,0
2306,3456,TASOR2,ENSG00000108021,0.0,1.0,1.0,5,0
2307,3457,XPNPEP1,ENSG00000108039,0.0,1.0,1.0,4,0
2308,3458,SMC3,ENSG00000108055,0.0,1.0,1.0,19,0
2309,3459,SHOC2,ENSG00000108061,0.0,1.0,1.0,23,0
2310,3460,TFAM,ENSG00000108064,0.0,1.0,1.0,10,0
2311,3461,CCDC6,ENSG00000108091,0.0,1.0,1.0,9,0
2312,3462,CUL2,ENSG00000108094,0.0,1.0,1.0,6,0
2313,3463,CCNY,ENSG00000108100,0.0,1.0,1.0,18,0
2314,3465,RPL28,ENSG00000108107,0.0,1.0,1.0,35,0
2315,3466,ZMIZ1,ENSG00000108175,0.0,1.0,1.0,20,0
2316,3468,PPIF,ENSG00000108179,0.0,1.0,1.0,15,0
2317,3470,TSPAN14,ENSG00000108219,0.0,1.0,1.0,41,0
2318,3472,TBC1D12,ENSG00000108239,0.0,1.0,1.0,4,0
2319,3476,NUFIP2,ENSG00000108256,0.0,1.0,1.0,17,0
2320,3477,GIT1,ENSG00000108262,0.0,1.0,1.0,6,0
2321,3478,RPL19,ENSG00000108298,0.0,1.0,1.0,74,0
2322,3480,RUNDC3A,ENSG00000108309,0.0,1.0,1.0,1,0
2323,3481,UBTF,ENSG00000108312,0.0,1.0,1.0,14,0
2324,3483,PSMD3,ENSG00000108344,0.0,1.0,1.0,7,0
2325,3484,CASC3,ENSG00000108349,0.0,1.0,1.0,13,0
2326,3486,RGS9,ENSG00000108370,0.0,1.0,1.0,1,0
2327,3490,RAD51C,ENSG00000108384,0.0,1.0,1.0,1,0
2328,3492,MTMR4,ENSG00000108389,0.0,1.0,1.0,10,0
2329,3493,TRIM37,ENSG00000108395,0.0,1.0,1.0,2,0
2330,3494,P2RX1,ENSG00000108405,0.0,1.0,1.0,12,0
2331,3495,DHX40,ENSG00000108406,0.0,1.0,1.0,8,0
2332,3497,TUBD1,ENSG00000108423,0.0,1.0,1.0,2,0
2333,3498,KPNB1,ENSG00000108424,0.0,1.0,1.0,25,0
2334,3499,GOSR2,ENSG00000108433,0.0,1.0,1.0,4,0
2335,3500,PNPO,ENSG00000108439,0.0,1.0,1.0,1,0
2336,3501,RPS6KB1,ENSG00000108443,0.0,1.0,1.0,4,0
2337,3502,CDK5RAP3,ENSG00000108465,0.0,1.0,1.0,15,0
2338,3503,CBX1,ENSG00000108468,0.0,1.0,1.0,11,0
2339,3504,RECQL5,ENSG00000108469,0.0,1.0,1.0,3,0
2340,3505,PIGL,ENSG00000108474,0.0,1.0,1.0,1,0
2341,3506,GALK1,ENSG00000108479,0.0,1.0,1.0,5,0
2342,3507,INTS2,ENSG00000108506,0.0,1.0,1.0,4,0
2343,3508,CAMTA2,ENSG00000108509,0.0,1.0,1.0,4,0
2344,3509,MED13,ENSG00000108510,0.0,1.0,1.0,13,0
2345,3512,PFN1,ENSG00000108518,0.0,1.0,1.0,49,0
2346,3513,RNF167,ENSG00000108523,0.0,1.0,1.0,8,0
2347,3514,SLC25A11,ENSG00000108528,0.0,1.0,1.0,11,0
2348,3515,RASD1,ENSG00000108551,0.0,1.0,1.0,1,0
2349,3517,RAI1,ENSG00000108557,0.0,1.0,1.0,2,0
2350,3518,NUP88,ENSG00000108559,0.0,1.0,1.0,3,0
2351,3519,C1QBP,ENSG00000108561,0.0,1.0,1.0,11,0
2352,3520,SLC6A4,ENSG00000108576,0.0,1.0,1.0,1,0
2353,3521,BLMH,ENSG00000108578,0.0,1.0,1.0,9,0
2354,3522,CPD,ENSG00000108582,0.0,1.0,1.0,20,0
2355,3523,GOSR1,ENSG00000108587,0.0,1.0,1.0,5,0
2356,3524,CCDC47,ENSG00000108588,0.0,1.0,1.0,17,0
2357,3526,DRG2,ENSG00000108591,0.0,1.0,1.0,4,0
2358,3527,FTSJ3,ENSG00000108592,0.0,1.0,1.0,8,0
2359,3528,AKAP10,ENSG00000108599,0.0,1.0,1.0,6,0
2360,3530,SMARCD2,ENSG00000108604,0.0,1.0,1.0,8,0
